Bouguer	eTh	eU	GT	Kperc	SRTM	SIGLA_UNID	X	Y
-43.8468	6.55	1.7	0.3434	1.91	269.94	A3_gamma_cz	549375.0	9276000.0
-44.8149	6.41	1.75	0.0359	3.4	273.69	A3_gamma_cz	542625.0	9273375.0
-43.7781	4.5	0.57	0.1365	0.87	261.92	A3_gamma_cz	552000.0	9272625.0
-45.3872	6.77	1.46	0.0455	2.01	268.95	A3_gamma_cz	549625.0	9273125.0
-42.1642	2.52	1.52	0.1989	0.47	277.21	A3_gamma_cz	553875.0	9272125.0
-44.7011	6.79	2.18	0.0829	3.43	292.81	A3_gamma_cz	541250.0	9273875.0
-45.5856	4.56	0.59	0.0838	1.25	272.61	A3_gamma_cz	548750.0	9273125.0
-42.5848	4.39	0.73	0.1232	0.78	282.05	A3_gamma_cz	552500.0	9275000.0
-45.7577	1.02	0.38	0.0209	1.4	268.37	A3_gamma_cz	548250.0	9272750.0
-47.8441	2.35	1.28	0.0213	1.29	304.28	A3_gamma_g	514000.0	9261375.0
-44.7195	3.38	2.58	0.1677	3.06	329.67	A3_gamma_g	515250.0	9254875.0
-47.6285	6.0	2.39	0.0825	2.16	317.47	A3_gamma_g	516625.0	9259625.0
-42.5136	1.75	1.91	0.0305	1.51	299.88	A3_gamma_g	527250.0	9259375.0
-44.8125	8.93	2.8	0.0165	4.35	295.06	A3_gamma_g	524375.0	9259875.0
-45.9234	6.39	2.72	0.0947	2.73	296.34	A3_gamma_g	521500.0	9260375.0
-44.9938	4.71	2.19	0.0688	3.29	293.53	A3_gamma_g	514125.0	9254375.0
-45.5087	5.83	1.56	0.0426	2.44	291.17	A3_gamma_g	520125.0	9258750.0
-45.2075	8.87	1.39	0.1904	3.17	323.81	A3_gamma_g	522500.0	9259750.0
-46.914	4.85	2.78	0.0202	2.52	273.18	A3_gamma_g	523125.0	9262375.0
-46.3683	5.1	3.34	0.0441	4.26	347.4	A3_gamma_g	512500.0	9255875.0
-41.5343	2.29	2.09	0.2438	2.3	271.9	A3_gamma_g	503875.0	9254875.0
-45.9496	6.02	1.83	0.0736	2.95	281.1	A3_gamma_g	522625.0	9261000.0
-43.2451	2.55	1.81	0.2737	2.18	289.52	A3_gamma_g	507125.0	9256750.0
-44.5958	3.92	1.69	0.0237	2.74	294.81	A3_gamma_g	524500.0	9259500.0
-44.8531	4.01	2.07	1.1156	2.8	291.77	A3_gamma_g	509750.0	9259375.0
-45.2871	5.42	2.34	0.0114	2.17	282.72	A3_gamma_g	523750.0	9260500.0
-42.4545	1.7	0.7	0.2323	1.44	302.5	A3_gamma_g	505500.0	9255375.0
-46.1874	5.87	1.08	0.1364	2.82	293.52	A3_gamma_g	519125.0	9258875.0
-46.7072	6.65	2.63	0.0881	2.6	328.46	A3_gamma_g	516500.0	9257750.0
-46.3209	6.04	2.29	0.1169	2.41	300.74	A3_gamma_g	520750.0	9260500.0
-48.0558	7.96	1.12	0.149	2.69	302.09	A3_gamma_g	520875.0	9262750.0
-44.7978	2.9	1.12	0.1471	1.97	290.79	A3_gamma_g	528375.0	9263500.0
-45.0324	4.02	2.12	0.1276	2.27	297.67	A3_gamma_g	509250.0	9256875.0
-45.8868	14.03	3.91	0.0222	4.38	293.25	A3_gamma_g	524875.0	9261875.0
-45.711	5.74	1.85	0.0787	2.71	329.0	A3_gamma_g	515375.0	9256250.0
-45.2753	4.31	2.7	0.2443	1.99	290.0	A3_gamma_g	519500.0	9257000.0
-42.9249	5.09	1.98	0.2066	2.58	306.51	A3_gamma_g	530125.0	9263250.0
-43.479	3.72	2.06	0.1389	2.41	322.12	A3_gamma_g	505750.0	9253750.0
-45.8987	5.47	1.83	0.18	2.54	307.04	A3_gamma_g	517875.0	9257000.0
-46.2087	3.51	1.34	0.093	1.63	284.22	A3_gamma_g	511250.0	9257375.0
-47.2102	6.16	2.41	0.0177	3.42	313.28	A3_gamma_g	514375.0	9259000.0
-46.341	4.98	2.25	0.0393	2.12	303.07	A3_gamma_g	511125.0	9256125.0
-45.3944	8.21	2.52	0.0553	3.59	302.85	A3_gamma_g	525750.0	9261750.0
-44.9533	2.35	2.03	0.2002	2.2	316.39	A3_gamma_g	515875.0	9255375.0
-43.6485	2.64	3.06	0.129	2.1	304.88	A3_gamma_g	507250.0	9255750.0
-44.3874	2.89	2.14	0.0286	3.45	294.6	A3_gamma_g	523000.0	9257875.0
-46.0942	6.86	1.45	0.2104	2.71	296.18	A3_gamma_g	518875.0	9258250.0
-44.9022	7.55	2.52	0.115	1.93	288.63	A3_gamma_g	527500.0	9262875.0
-47.5309	7.4	2.59	0.0497	3.01	311.58	A3_gamma_g	517000.0	9259625.0
-47.8534	6.46	1.18	0.0804	1.72	291.24	A3_gamma_g	521750.0	9262875.0
-47.5477	3.83	0.57	0.1471	1.28	292.97	A3_gamma_g	521875.0	9262500.0
-47.5101	2.7	1.33	0.0714	1.9	307.62	A3_gamma_g	513500.0	9261625.0
-46.1212	7.14	2.54	0.0561	3.31	334.15	A3_gamma_g	516000.0	9256875.0
-47.8285	4.11	1.52	0.0625	1.52	300.06	A3_gamma_g	517500.0	9261125.0
-44.1174	2.4	0.83	0.0818	1.74	309.86	A3_gamma_g	530375.0	9264250.0
-47.4814	5.13	1.51	0.0254	2.28	302.4	A3_gamma_g	517750.0	9260375.0
-45.5053	3.48	2.72	1.4548	2.25	315.36	A3_gamma_g	511000.0	9259750.0
-45.3914	6.14	2.09	0.0741	3.07	297.13	A3_gamma_g	524750.0	9261125.0
-46.0613	5.88	1.48	0.0966	2.07	320.96	A3_gamma_g	528750.0	9264750.0
-42.073	2.02	1.03	0.2221	1.87	287.72	A3_gamma_g	504625.0	9254875.0
-45.4495	7.69	2.66	0.055	3.04	296.94	A3_gamma_g	526250.0	9262250.0
-46.5761	4.84	2.01	0.1306	3.53	337.25	A3_gamma_g	515875.0	9257500.0
-45.6164	6.81	2.13	0.1483	2.91	311.31	A3_gamma_g	514375.0	9255750.0
-44.9533	4.46	2.06	0.329	0.92	286.88	A3_gamma_g	509625.0	9258375.0
-47.7354	4.02	1.41	0.0229	1.62	298.74	A3_gamma_g	518750.0	9261625.0
-45.3024	4.98	1.75	0.078	3.01	290.61	A3_gamma_g	519750.0	9257375.0
-46.3639	6.84	2.74	0.0365	2.12	285.38	A3_gamma_g	510625.0	9255125.0
-46.6828	3.69	1.84	0.0404	2.04	294.3	A3_gamma_g	513000.0	9258250.0
-44.4161	1.33	1.2	0.121	1.61	293.45	A3_gamma_g	527125.0	9262000.0
-47.0392	3.08	0.82	0.0343	1.63	296.38	A3_gamma_g	527000.0	9265000.0
-47.0849	1.8	0.23	0.026	1.1	317.96	A3_gamma_g	513125.0	9261000.0
-47.602	5.18	1.75	0.0401	2.16	315.16	A3_gamma_g	517000.0	9259875.0
-43.2956	2.53	2.22	0.0806	1.71	305.61	A3_gamma_g	505375.0	9253625.0
-45.0855	5.38	1.32	0.1812	2.6	374.77	A3_gamma_g	521000.0	9258625.0
-43.9743	3.13	2.52	0.1332	2.25	324.33	A3_gamma_g	507375.0	9255125.0
-43.0275	4.26	1.22	0.3551	2.31	294.07	A3_gamma_g	528000.0	9261625.0
-44.8272	3.26	1.06	0.1337	1.38	295.9	A3_gamma_g	529125.0	9264000.0
-46.037	5.51	3.43	0.0432	2.14	323.72	A3_gamma_g	510000.0	9255125.0
-44.0177	2.23	1.4	0.2028	1.79	307.55	A3_gamma_g	527375.0	9261875.0
-44.3069	9.26	3.22	0.2523	3.55	302.66	A3_gamma_g	526125.0	9260500.0
-48.3603	5.62	1.79	0.0204	1.9	304.95	A3_gamma_g	515000.0	9262000.0
-45.965	2.89	1.32	0.5323	1.54	322.36	A3_gamma_g	511875.0	9261000.0
-48.0184	6.71	1.7	0.0259	2.3	291.61	A3_gamma_g	518000.0	9262000.0
-48.2163	6.89	1.86	0.1059	2.0	294.89	A3_gamma_g	518750.0	9262625.0
-42.3621	2.24	0.97	0.1915	1.72	293.8	A3_gamma_g	505125.0	9255000.0
-45.4907	3.06	1.26	0.108	2.34	292.3	A3_gamma_g	527625.0	9263500.0
-44.216	0.84	1.53	0.0593	0.9	305.13	A3_gamma_g	525000.0	9259125.0
-45.144	2.5	1.17	0.0423	2.13	304.81	A3_gamma_g	521500.0	9259125.0
-46.585	2.65	1.09	0.0408	1.43	314.37	A3_gamma_g	512625.0	9260500.0
-46.8025	2.38	1.27	0.0522	1.43	278.18	A3_gamma_g	524000.0	9262625.0
-47.2158	2.75	1.42	0.0235	1.35	273.25	A3_gamma_g	523125.0	9262750.0
-46.4159	5.0	2.54	0.1098	2.51	284.25	A3_gamma_g	522000.0	9261250.0
-45.8847	4.88	1.44	0.0561	2.18	298.75	A3_gamma_g	520125.0	9259500.0
-45.4933	3.45	2.06	0.155	2.74	338.1	A3_gamma_g	517250.0	9256250.0
-42.1894	3.99	2.33	0.1927	3.31	288.54	A3_gamma_g	503625.0	9253125.0
-47.909	4.62	0.83	0.0459	1.61	308.09	A3_gamma_g	514000.0	9262125.0
-45.9197	4.54	2.15	0.0829	1.61	282.68	A3_gamma_g	510500.0	9256875.0
-44.0876	4.65	2.01	0.0721	2.18	317.08	A3_gamma_g	525750.0	9259625.0
-46.3319	4.04	2.88	0.0392	2.76	320.58	A3_gamma_g	512875.0	9256250.0
-46.4838	6.47	2.63	0.0236	2.72	306.74	A3_gamma_g	513000.0	9257000.0
-46.161	5.56	1.32	0.12	2.14	328.93	A3_gamma_g	528750.0	9264875.0
-47.1561	6.57	2.19	0.0569	2.68	311.66	A3_gamma_g	517875.0	9259500.0
-42.4141	3.17	1.52	0.0822	1.36	303.55	A3_gamma_g	527500.0	9259750.0
-46.6159	1.88	0.77	0.1186	1.02	312.15	A3_gamma_g	512625.0	9260875.0
-42.4333	2.12	2.0	0.1107	1.72	300.03	A3_gamma_g	504750.0	9254375.0
-43.5737	7.96	3.06	0.7603	3.16	315.07	A3_gamma_g	526625.0	9260000.0
-44.1757	5.35	2.05	0.0459	4.24	297.63	A3_gamma_g	523625.0	9257875.0
-45.6161	4.24	1.58	0.5925	2.01	337.51	A3_gamma_g	511375.0	9260375.0
-44.8696	3.07	1.67	0.1648	2.11	285.02	A3_gamma_g	509250.0	9257500.0
-42.8096	2.91	2.5	0.0154	2.82	337.56	A3_gamma_rm	524750.0	9256625.0
-42.979	6.1	1.93	0.0642	1.93	258.57	A3_gamma_rm	505125.0	9249750.0
-42.5578	2.25	1.79	0.0289	2.15	344.83	A3_gamma_rm	522500.0	9254250.0
-46.4843	2.97	2.16	0.0173	1.06	287.11	A3_gamma_rm	511000.0	9254125.0
-40.1547	3.77	2.02	0.3022	1.81	264.38	A3_gamma_rm	501875.0	9254750.0
-41.2737	1.58	0.63	0.3462	2.17	276.94	A3_gamma_rm	503750.0	9255375.0
-42.0795	4.73	2.45	0.0633	1.9	254.4	A3_gamma_rm	504375.0	9248750.0
-42.9957	4.92	1.7	0.1036	2.71	316.35	A3_gamma_rm	517625.0	9253500.0
-43.4017	2.26	1.56	0.025	3.01	331.55	A3_gamma_rm	520375.0	9254500.0
-42.1457	7.95	1.97	0.0366	5.4	305.51	A3_gamma_rm	526875.0	9258125.0
-42.3222	3.38	1.62	0.0857	1.33	322.36	A3_gamma_rm	515250.0	9251125.0
-41.0099	0.85	0.32	0.1069	1.59	262.77	A3_gamma_rm	500875.0	9249625.0
-44.5657	4.08	1.82	0.0699	1.43	298.8	A3_gamma_rm	520625.0	9256250.0
-41.9883	3.52	1.57	0.0231	2.82	321.11	A3_gamma_rm	518500.0	9251875.0
-41.0102	2.57	1.87	0.2319	2.38	273.9	A3_gamma_rm	502750.0	9254250.0
-45.1739	5.88	2.89	0.0754	2.45	295.1	A3_gamma_rm	513625.0	9254000.0
-42.1044	5.89	2.07	0.0349	3.19	350.79	A3_gamma_rm	524625.0	9255500.0
-43.9209	2.02	1.77	0.0283	1.0	270.25	A3_gamma_rm	506750.0	9250375.0
-45.4266	8.87	2.78	0.0524	1.29	289.89	A3_gamma_rm	513125.0	9253625.0
-45.9902	2.21	1.58	0.0887	0.64	299.08	A3_gamma_rm	511125.0	9252750.0
-43.8269	3.04	1.94	0.0238	1.96	329.09	A3_gamma_rm	521625.0	9255500.0
-41.309	2.5	1.0	0.2848	2.72	282.55	A3_gamma_rm	501250.0	9258875.0
-43.5248	2.2	1.71	0.1787	1.14	270.33	A3_gamma_rm	502000.0	9261250.0
-42.0264	3.13	1.23	0.0789	2.73	324.83	A3_gamma_rm	518125.0	9252000.0
-39.6302	2.44	0.97	0.3202	2.73	284.03	A3_gamma_rm	500375.0	9257500.0
-42.0902	3.32	1.27	0.0545	1.68	300.58	A3_gamma_rm	516375.0	9251500.0
-41.6044	2.76	1.33	0.041	2.54	286.44	A3_gamma_rm	502250.0	9252250.0
-43.1217	1.44	0.67	0.1784	2.95	277.39	A3_gamma_rm	501750.0	9260625.0
-40.9569	7.5	2.43	0.1029	1.79	250.94	A3_gamma_rm	502250.0	9247875.0
-41.1616	1.1	1.49	0.1036	1.09	271.49	A3_gamma_rm	500500.0	9252250.0
-42.0514	5.01	1.45	0.019	2.02	349.07	A3_gamma_rm	520625.0	9252375.0
-40.8136	2.5	1.06	0.5045	2.52	272.76	A3_gamma_rm	502000.0	9253750.0
-44.4533	3.05	1.76	0.0888	2.25	273.72	A3_gamma_rm	507375.0	9251375.0
-43.572	2.08	2.16	0.0635	3.09	329.06	A3_gamma_rm	524250.0	9257250.0
-41.2952	2.64	1.17	0.0543	1.75	252.24	A3_gamma_rm	500375.0	9250625.0
-42.9249	2.31	1.36	0.0813	2.5	280.9	A3_gamma_rm	504125.0	9251000.0
-45.6796	3.15	1.18	0.0223	0.57	290.09	A3_gamma_rm	512250.0	9252875.0
-45.6378	3.27	1.12	0.0561	0.61	292.93	A3_gamma_rm	512500.0	9253125.0
-42.1092	1.53	0.56	0.601	0.78	277.84	A3_gamma_rm	503750.0	9259250.0
-42.3996	2.88	1.46	0.0365	2.66	364.64	A3_gamma_rm	522875.0	9254250.0
-42.0278	1.6	0.62	0.4736	0.25	278.46	A3_gamma_rm	503875.0	9259125.0
-41.6286	2.28	1.91	0.8575	0.81	274.72	A3_gamma_rm	504125.0	9258375.0
-41.4665	1.83	1.23	0.6958	0.82	302.31	A3_gamma_rm	504500.0	9257000.0
-42.1557	4.14	2.01	0.114	3.01	287.88	A3_gamma_rm	503125.0	9252125.0
-44.7875	3.97	1.71	0.0971	0.89	307.92	A3_gamma_rm	520125.0	9256375.0
-41.1477	6.93	2.58	0.0549	2.3	316.9	A3_gamma_rm	525750.0	9255250.0
-42.9241	2.4	2.05	0.008	2.18	351.06	A3_gamma_rm	521750.0	9254375.0
-39.3107	2.75	1.39	0.5809	3.07	278.46	A3_gamma_rm	500875.0	9256500.0
-41.2967	1.74	1.11	0.0681	1.57	267.38	A3_gamma_rm	501625.0	9249625.0
-44.0123	10.22	2.76	0.05	5.06	322.15	A3_gamma_rm	524125.0	9258000.0
-42.0445	4.75	1.29	0.0221	1.87	336.29	A3_gamma_rm	520875.0	9252500.0
-41.8031	4.6	0.98	0.0303	2.08	319.34	A3_gamma_rm	517000.0	9251000.0
-42.5241	3.5	1.97	0.0436	2.53	327.5	A3_gamma_rm	519125.0	9253125.0
-42.9756	2.69	1.5	0.0369	3.12	373.99	A3_gamma_rm	524875.0	9257000.0
-44.6911	5.21	1.97	0.29	2.91	286.98	A3_gamma_rm	507500.0	9252500.0
-41.7868	1.85	0.89	0.073	1.99	264.84	A3_gamma_rm	502500.0	9250125.0
-44.2397	4.83	1.83	0.0985	2.75	307.21	A3_gamma_rm	506625.0	9253125.0
-44.0733	3.03	2.37	0.0722	3.31	304.16	A3_gamma_rm	523625.0	9257625.0
-43.6081	5.65	2.71	0.0149	4.03	345.82	A3_gamma_rm	523000.0	9256125.0
-43.6592	1.96	0.96	0.0371	1.83	325.14	A3_gamma_rm	519750.0	9254625.0
-41.1397	4.05	1.15	0.0623	1.92	252.65	A3_gamma_rm	502750.0	9247750.0
-42.1298	4.44	2.5	0.048	3.73	387.79	A3_gamma_rm	522125.0	9253375.0
-43.7473	1.19	1.6	0.1242	1.11	280.41	A3_gamma_rm	507000.0	9250000.0
-44.3152	1.6	2.0	0.0818	3.07	313.54	A3_gamma_rm	522500.0	9257125.0
-43.3391	2.58	0.81	0.102	1.12	264.35	A3_gamma_rm	500500.0	9263375.0
-41.517	1.95	1.56	0.1001	2.08	264.45	A3_gamma_rm	501875.0	9250125.0
-40.8672	2.22	1.06	0.9316	1.74	304.9	A3_gamma_rm	502875.0	9257500.0
-39.3712	2.73	1.31	2.164	2.13	269.21	A3_gamma_rm	501125.0	9255625.0
-42.1287	2.25	1.54	0.8624	3.1	292.14	A3_gamma_rm	505750.0	9257500.0
-44.1417	3.15	2.23	0.0425	2.5	329.98	A3_gamma_rm	521750.0	9256125.0
-43.3798	2.73	3.04	0.0231	4.22	318.47	A3_gamma_rm	524750.0	9257500.0
-42.2605	5.23	2.4	0.0441	4.59	306.09	A3_gamma_rm	527000.0	9258500.0
0.0	2.09	1.47	0.0488	2.06	0.0	A3_gamma_rm	500000.0	9249875.0
-43.3441	2.7	1.31	0.1733	2.34	272.82	A3_gamma_rm	501250.0	9261250.0
-45.2174	4.74	2.76	0.0711	1.27	295.64	A3_gamma_rm	513500.0	9253875.0
-46.1064	3.51	2.01	0.0219	1.92	290.22	A3_gamma_rm	510000.0	9253875.0
-41.4807	7.16	2.87	0.0376	2.22	314.35	A3_gamma_rm	525375.0	9255375.0
-41.8283	1.48	1.58	1.0216	0.24	283.84	A3_gamma_rm	504500.0	9258625.0
-41.7836	1.67	0.87	0.6859	0.92	279.56	A3_gamma_rm	503500.0	9258875.0
-40.3299	2.95	1.49	0.821	1.56	294.58	A3_gamma_rm	502375.0	9256625.0
-42.2576	3.79	1.76	0.0393	2.82	355.64	A3_gamma_rm	523000.0	9254125.0
-41.8803	2.02	1.68	0.0452	2.5	315.43	A3_gamma_rm	518250.0	9251500.0
0.0	3.87	1.52	0.1261	0.44	250.52	A3_gamma_rm	500125.0	9247375.0
-42.7557	4.85	3.06	0.0957	4.56	322.23	A3_gamma_rm	525750.0	9257625.0
-42.0217	5.59	1.04	0.0281	2.73	372.69	A3_gamma_rm	519375.0	9252000.0
-43.5893	3.88	1.14	0.052	1.6	315.43	A3_gamma_rm	518875.0	9254375.0
-44.6369	3.32	1.42	0.1012	2.45	302.01	A3_gamma_rm	508375.0	9251500.0
-42.1216	3.75	1.48	0.126	2.49	335.93	A3_gamma_rm	517500.0	9252125.0
-42.9869	3.29	2.74	0.0261	3.42	338.03	A3_gamma_rm	520750.0	9254125.0
-39.3374	3.03	0.99	0.1932	2.07	261.56	A3_gamma_rm	500250.0	9254625.0
-40.9107	2.27	1.34	0.5442	2.21	275.96	A3_gamma_rm	503375.0	9256000.0
0.0	3.45	1.07	0.0808	1.84	255.09	A3_gamma_rm	500125.0	9248625.0
-43.5128	3.62	2.87	0.0234	3.42	364.67	A3_gamma_rm	521250.0	9254875.0
-45.1944	5.66	0.82	0.0678	1.04	289.39	A3_gamma_rm	512875.0	9252875.0
-44.2874	3.42	1.31	0.0892	2.02	317.54	A3_gamma_rm	519375.0	9255250.0
-43.7371	4.22	1.8	0.0308	0.81	289.4	A3_gamma_rm	514250.0	9252500.0
-44.5178	3.44	1.57	0.1571	2.05	305.8	A3_gamma_rm	518750.0	9255375.0
-42.4602	7.35	1.9	0.0505	5.65	305.57	A3_gamma_rm	526625.0	9258250.0
-43.288	5.99	1.47	0.0358	1.85	290.73	A3_gamma_rm	514875.0	9252500.0
-40.8275	2.79	1.13	0.6819	1.33	295.96	A3_gamma_rm	503250.0	9256625.0
-39.2238	0.3	0.67	0.0186	1.43	332.0	A3_gamma_tc	546250.0	9227625.0
-39.5808	0.78	0.32	0.0146	0.48	318.85	A3_gamma_tc	552875.0	9240000.0
-40.3503	2.0	0.86	0.0333	0.54	294.31	A3_gamma_tc	554500.0	9239250.0
-39.9832	0.21	0.32	0.0451	0.39	303.84	A3_gamma_tc	553375.0	9239125.0
-41.4258	1.73	0.58	0.0404	2.84	393.93	A3_gamma_tc	551125.0	9232875.0
-41.6334	0.32	0.1	0.1675	2.08	333.65	A3_gamma_tc	550625.0	9231500.0
-39.2551	1.33	0.38	0.0312	1.08	313.06	A3_gamma_tc	551500.0	9241125.0
-39.1571	0.02	0.47	0.0265	0.14	303.31	A3_gamma_tc	552750.0	9243125.0
-43.5999	0.29	0.52	0.0112	1.26	315.69	A3_gamma_tc	555000.0	9226875.0
-39.9218	0.62	0.37	0.0801	0.68	312.7	A3_gamma_tc	553750.0	9239750.0
-41.7416	0.33	0.56	0.0189	1.45	315.9	A3_gamma_tc	553125.0	9235250.0
-39.5048	-0.1	0.67	0.0869	0.48	316.14	A3_gamma_tc	553000.0	9240625.0
-39.4476	0.22	0.21	0.0882	0.22	304.17	A3_gamma_tc	554000.0	9242875.0
0.0	0.22	0.23	0.0256	1.03	314.41	A3_gamma_tc	555125.0	9232125.0
-42.1155	0.01	0.36	0.1051	1.7	312.34	A3_gamma_tc	552500.0	9231625.0
-42.5734	-0.61	0.4	0.0091	1.1	318.43	A3_gamma_tc	553750.0	9231125.0
0.0	0.24	0.62	0.0184	1.96	324.93	A3_gamma_tc	552000.0	9226375.0
-39.7961	0.39	0.12	0.0285	2.39	334.18	A3_gamma_tc	547750.0	9229000.0
-43.246	1.27	1.14	0.0157	2.01	316.89	A3_gamma_tc	554000.0	9227375.0
-39.1252	0.59	0.43	0.0537	2.31	350.79	A3_gamma_tc	547500.0	9230250.0
-39.303	0.82	0.09	0.0861	0.82	318.96	A3_gamma_tc	551750.0	9240750.0
-42.4617	-0.41	0.24	0.0312	1.21	326.1	A3_gamma_tc	552750.0	9230250.0
-40.2715	0.85	0.79	0.1283	0.24	300.95	A3_gamma_tc	554625.0	9239625.0
-40.0409	2.2	0.92	0.3626	0.53	306.45	A3_gamma_tc	552875.0	9238375.0
-40.7805	-0.49	0.3	0.0261	1.57	355.83	A3_gamma_tc	549250.0	9228125.0
-41.0129	0.87	0.83	0.0863	1.19	324.94	A3_gamma_tc	552375.0	9235875.0
-38.9776	3.54	0.8	0.0216	2.05	356.21	A3_gamma_tc	547750.0	9232125.0
-41.0301	4.55	1.19	0.1001	1.99	347.44	A3_gamma_tc	551000.0	9234000.0
-41.7213	-0.4	0.45	0.1203	0.5	303.62	A3_gamma_tc	554875.0	9237125.0
-42.1436	-0.57	0.09	0.0151	1.55	339.63	A3_gamma_tc	551875.0	9231125.0
-39.2878	-0.01	0.52	0.0384	2.04	343.38	A3_gamma_tc	546250.0	9227000.0
0.0	0.3	0.88	0.0288	1.94	319.4	A3_gamma_tc	555125.0	9227875.0
-41.9905	-0.21	0.47	0.0723	1.84	345.91	A3_gamma_tc	551125.0	9230500.0
-39.9493	-0.29	-0.1	0.0539	2.18	349.51	A3_gamma_tc	548250.0	9229625.0
-40.4758	1.58	0.37	0.0582	2.73	360.72	A3_gamma_tc	549125.0	9230875.0
-41.6467	-0.27	0.0	0.0308	1.9	340.28	A3_gamma_tc	551125.0	9227750.0
-43.0703	1.32	0.42	0.0509	1.15	304.41	A3_gamma_tc	553875.0	9229125.0
-40.2591	-0.65	0.09	0.0102	1.13	340.16	A3_gamma_tc	549625.0	9226500.0
-38.8975	1.34	1.05	0.041	2.76	353.3	A3_gamma_tc	547500.0	9230875.0
-39.1262	2.58	0.77	0.2424	1.69	346.58	A3_gamma_tc	547875.0	9231375.0
0.0	0.29	0.37	0.1363	1.29	296.99	A3_gamma_tc	555125.0	9236250.0
-39.4878	0.21	0.9	0.0551	2.37	344.75	A3_gamma_tc	547500.0	9229375.0
-41.3784	-0.33	-0.08	0.0516	1.2	351.83	A3_gamma_tc	550375.0	9228250.0
-38.9775	3.29	1.39	0.0429	2.45	389.89	A3_gamma_tc	546250.0	9228750.0
-39.5209	2.39	0.78	0.0196	2.02	334.13	A3_gamma_tc	548375.0	9231750.0
-42.2596	2.57	1.74	0.0308	1.66	305.5	A3_gamma_tc	553625.0	9232375.0
-42.7952	5.32	1.59	0.0167	1.45	303.12	A3_gamma_tc	554625.0	9233125.0
-40.2428	1.98	0.36	0.0321	1.7	321.55	A3_gamma_tc	548250.0	9227250.0
-39.1392	-0.24	0.7	0.0808	0.24	312.09	A3_gamma_tc	552125.0	9242625.0
-41.1659	0.25	0.34	0.0318	2.21	350.55	A3_gamma_tc	549875.0	9231125.0
-39.691	0.62	0.44	0.0177	0.54	309.53	A3_gamma_tc	553250.0	9240000.0
-42.5307	-0.53	0.23	0.0399	1.4	322.46	A3_gamma_tc	553000.0	9230250.0
-42.1659	0.16	0.1	0.042	1.68	334.21	A3_gamma_tc	552250.0	9227125.0
-42.4539	-0.2	0.28	0.0101	1.16	325.53	A3_gamma_tc	552625.0	9230125.0
-41.3046	0.15	-0.14	0.0605	2.28	347.88	A3_gamma_tc	550000.0	9229625.0
-39.3873	-0.45	0.4	0.0434	1.9	341.91	A3_gamma_tc	546375.0	9226625.0
-39.3876	-0.17	0.87	0.0565	2.01	362.02	A3_gamma_tc	547500.0	9229625.0
-41.4938	-0.35	0.24	0.0233	2.11	369.25	A3_gamma_tc	550250.0	9231000.0
-40.6342	1.28	0.35	0.0499	2.5	391.02	A3_gamma_tc	549250.0	9230625.0
-42.8779	2.17	0.74	0.0076	1.36	309.12	A3_gamma_tc	553125.0	9228375.0
-39.6251	0.11	0.7	0.1146	0.12	296.97	A3_gamma_tc	554500.0	9242875.0
-39.3409	1.15	0.49	0.1247	0.71	318.79	A3_gamma_tc	552000.0	9240375.0
-40.734	-0.49	0.23	0.0415	1.5	348.8	A3_gamma_tc	549125.0	9228625.0
-41.8712	-0.23	0.42	0.0712	2.11	347.53	A3_gamma_tc	550875.0	9230500.0
-43.5084	0.32	0.46	0.0134	1.62	313.42	A3_gamma_tc	554750.0	9227375.0
-41.2496	0.81	0.43	0.014	1.97	352.28	A3_gamma_tc	551250.0	9233625.0
0.0	-0.4	0.1	0.0185	1.91	0.0	A3_gamma_tc	549750.0	9226250.0
-41.2521	0.79	0.6	0.15	2.13	341.12	A3_gamma_tc	550125.0	9231625.0
-43.2598	1.69	1.48	0.0216	1.07	310.2	A3_gamma_tc	554500.0	9229375.0
-42.9632	2.28	1.56	0.0236	1.28	306.25	A3_gamma_tc	553375.0	9228750.0
-41.3994	0.35	0.92	0.04	2.6	343.2	A3_gamma_tc	551500.0	9233375.0
-39.4394	2.63	0.89	0.3726	1.71	336.83	A3_gamma_tc	548250.0	9231500.0
-39.9297	-0.68	0.09	0.0162	1.92	330.36	A3_gamma_tc	547500.0	9227875.0
-40.5814	2.42	0.72	0.0364	1.81	334.88	A3_gamma_tc	549500.0	9232250.0
-40.7544	0.95	0.29	0.0296	2.54	396.22	A3_gamma_tc	549375.0	9230625.0
-40.3038	1.89	0.77	0.0388	0.6	294.87	A3_gamma_tc	554375.0	9239250.0
-42.4672	2.51	1.04	0.0097	0.85	301.11	A3_gamma_tc	554125.0	9233000.0
-42.2833	-0.47	0.26	0.031	1.84	331.02	A3_gamma_tc	551875.0	9228625.0
-40.4773	2.0	1.41	0.1473	1.2	320.62	A3_gamma_tc	552500.0	9237000.0
-39.8635	-0.08	0.08	0.0756	0.17	306.52	A3_gamma_tc	554500.0	9240875.0
-39.2504	-0.23	0.47	0.0279	1.67	345.0	A3_gamma_tc	546125.0	9226500.0
-42.4085	0.38	0.67	0.0202	1.08	314.39	A3_gamma_tc	554125.0	9234625.0
-40.4732	-0.52	-0.05	0.0546	1.97	360.64	A3_gamma_tc	548875.0	9229500.0
-43.1075	0.53	0.74	0.0119	1.42	319.13	A3_gamma_tc	553625.0	9227750.0
