Bouguer	eTh	eU	GT	Kperc	SRTM	SIGLA_UNID	X	Y
-36.7661	1.61	1.4	1.9635	0.6	351.71	A3tm1	501500.0	9242000.0
0.0	4.49	1.3	0.1011	0.48	0.0	A3tm1	500000.0	9230125.0
-44.9237	3.12	1.1	0.0438	1.02	299.48	A3tm1	511125.0	9251625.0
-42.1743	2.83	0.9	0.0121	1.12	283.2	A3tm1	505500.0	9248375.0
-45.6523	2.14	1.32	0.0715	1.15	298.1	A3tm1	511125.0	9252375.0
-39.5982	4.41	1.09	0.0579	1.62	318.25	A3tm1	502875.0	9243875.0
-36.3006	1.56	0.43	1.9165	0.77	304.29	A3tm1	500625.0	9242500.0
-35.7387	1.9	0.81	2.4581	0.49	310.54	A3tm1	500875.0	9241000.0
0.0	2.03	0.85	0.0402	0.47	288.68	A3tm1	500125.0	9227250.0
-35.162	2.94	1.3	0.7806	3.45	259.88	A3tm1	503000.0	9236000.0
-36.2767	3.78	0.87	0.1848	1.38	336.96	A3tm1	502375.0	9232250.0
-35.3168	2.49	1.48	0.4362	0.31	294.86	A3tm1	503125.0	9238375.0
-45.7298	1.66	1.07	0.076	0.79	291.58	A3tm1	511500.0	9252500.0
-36.1755	9.43	2.03	0.1184	2.73	421.64	A3tm1	504125.0	9238500.0
-43.3904	3.94	1.37	0.0595	0.94	300.19	A3tm1	513750.0	9251500.0
-43.6525	4.71	1.04	0.0137	0.47	304.51	A3tm1	512125.0	9250750.0
-35.6056	6.37	1.75	0.0689	0.72	255.65	A3tm1	502625.0	9234250.0
-43.3707	2.1	1.73	0.0661	0.86	298.14	A3tm1	507875.0	9249125.0
-38.5534	1.29	0.31	1.4993	0.74	297.44	A3tm1	501750.0	9243625.0
-41.0318	1.6	0.8	0.1066	0.76	280.73	A3tm1	504000.0	9246625.0
-43.6799	6.18	1.27	0.0552	1.42	286.82	A3tm1	510000.0	9250125.0
-35.9929	3.24	1.09	0.4694	1.28	287.02	A3tm1	501625.0	9240875.0
-35.4506	3.95	0.89	0.1746	0.14	271.7	A3tm1	501000.0	9230125.0
-35.159	8.0	2.4	0.1586	0.77	255.35	A3tm1	501375.0	9233875.0
-35.9184	4.75	1.07	0.226	1.23	298.72	A3tm1	503500.0	9239000.0
-35.0817	1.34	0.18	0.2579	0.25	281.97	A3tm1	500875.0	9237250.0
-35.5124	4.13	0.92	1.8225	2.05	309.77	A3tm1	500625.0	9240000.0
-35.7397	2.53	0.66	0.204	0.63	270.41	A3tm1	502125.0	9233375.0
-35.5696	2.43	0.66	0.7422	3.41	298.48	A3tm1	503875.0	9236375.0
-34.6953	2.39	1.2	0.0529	0.62	285.68	A3tm1	501375.0	9227625.0
-35.4872	3.4	0.92	0.8932	1.41	293.86	A3tm1	501875.0	9239875.0
-36.0632	0.76	0.53	0.4723	0.59	304.27	A3tm1	501125.0	9241500.0
-43.4727	3.38	1.53	0.0664	0.89	290.2	A3tm1	509125.0	9249500.0
-34.8998	2.05	2.16	0.2033	0.97	266.34	A3tm1	501250.0	9236750.0
-34.8043	3.75	0.8	0.2675	1.99	529.06	A3tm1	500750.0	9234625.0
-34.9877	4.46	1.82	0.2027	3.9	253.54	A3tm1	502250.0	9235500.0
-37.6093	0.82	0.69	0.52	0.6	316.65	A3tm1	501750.0	9242625.0
-38.0972	1.46	0.57	0.2025	0.43	266.02	A3tm1	500250.0	9244500.0
-39.7601	3.89	1.83	0.1466	0.43	275.89	A3tm1	501250.0	9245875.0
-35.2794	1.92	1.23	0.2392	0.21	291.32	A3tm1	500875.0	9231500.0
-36.2477	6.0	2.27	0.2453	2.38	311.13	A3tm1	502250.0	9240750.0
-44.2224	2.05	0.74	0.0109	0.62	301.24	A3tm1	512875.0	9251750.0
0.0	3.98	0.77	0.1129	2.4	283.94	A3tm1	500125.0	9238625.0
-35.6987	3.16	1.69	0.3208	0.83	285.6	A3tm1	501375.0	9231125.0
-35.9266	9.69	1.17	0.0946	2.21	328.14	A3tm1	504000.0	9238250.0
-34.862	-0.24	0.73	2.7997	-0.04	287.75	A3tm1	502625.0	9237250.0
-34.0323	4.32	1.41	0.0923	0.44	276.33	A3tm1	500250.0	9228125.0
0.0	5.52	1.08	0.0216	1.49	281.6	A3tm1	500125.0	9237250.0
-35.9046	6.15	1.93	0.4184	1.86	299.61	A3tm1	502125.0	9240375.0
-35.5793	3.37	1.51	0.3687	1.28	342.42	A3tm1	502875.0	9239250.0
-36.3825	4.17	0.93	0.2352	4.2	312.48	A3tm1	504250.0	9234875.0
-44.164	4.7	1.8	0.0524	0.14	296.31	A3tm1	513250.0	9252000.0
-34.7971	5.12	0.6	0.0583	2.23	600.0	A3tm1	500625.0	9235375.0
-35.6892	2.69	0.77	0.4917	0.83	303.48	A3tm1	503250.0	9239000.0
-35.0074	2.34	0.9	0.2523	1.0	359.73	A3tm1	500625.0	9232375.0
0.0	7.25	1.52	0.1575	0.89	0.0	A3tm1	500000.0	9246375.0
-34.3286	3.27	1.3	0.0838	0.73	271.53	A3tm1	501750.0	9226500.0
-36.5543	1.4	0.26	1.6077	0.64	336.32	A3tm1	501000.0	9242375.0
-35.2435	1.05	0.19	1.4611	0.27	364.55	A3tm1	503500.0	9236875.0
0.0	5.68	1.49	0.036	2.99	0.0	A3tm1	500000.0	9235750.0
-40.8276	1.26	0.95	0.1357	0.45	297.63	A3tm1	503875.0	9246000.0
-36.8924	0.65	1.19	0.9537	0.51	335.25	A3tm1	501750.0	9241875.0
-35.0393	6.01	3.4	0.062	0.6	258.97	A3tm1	501000.0	9233625.0
-38.8711	2.61	0.9	0.3061	0.95	273.34	A3tm1	501750.0	9244000.0
-35.6604	3.8	1.63	0.363	1.38	335.87	A3tm1	503000.0	9239250.0
-43.285	2.94	1.33	0.0655	1.08	298.61	A3tm1	513625.0	9251250.0
-40.548	2.0	1.13	0.3125	0.72	281.54	A3tm1	503250.0	9245625.0
-35.5375	6.24	1.89	0.4307	4.05	300.97	A3tm1	503375.0	9235375.0
-43.8065	4.55	0.77	0.0614	1.2	279.47	A3tm1	508750.0	9250000.0
-34.9928	9.18	2.86	0.0235	1.3	282.3	A3tm1	501875.0	9227375.0
-41.3912	1.58	1.09	0.0707	0.69	272.43	A3tm1	504250.0	9247500.0
-34.7933	3.69	1.61	0.6759	0.47	257.96	A3tm1	502000.0	9237000.0
-35.1952	4.06	2.61	0.0411	0.43	265.66	A3tm1	501250.0	9233500.0
-43.9583	6.34	0.77	0.0442	1.33	289.26	A3tm1	509500.0	9250375.0
-38.8928	2.74	1.35	2.0373	0.72	277.94	A3tm1	502375.0	9243375.0
-43.2798	2.52	2.21	0.0211	0.85	288.53	A3tm1	507375.0	9249125.0
-39.7271	2.81	1.14	0.58	0.75	273.01	A3tm1	501500.0	9245500.0
-35.0417	2.63	1.65	0.0247	1.37	263.75	A3tm1	501750.0	9234625.0
-34.7705	8.75	3.13	0.0407	1.02	254.03	A3tm1	500375.0	9233625.0
0.0	1.9	0.83	0.0383	0.49	0.0	A3tm1	500000.0	9229000.0
-36.1732	1.23	1.31	0.1558	0.69	338.63	A3tm1	502500.0	9232875.0
-34.8575	6.3	3.6	0.0471	0.73	266.75	A3tm1	500625.0	9233875.0
-43.524	5.1	1.77	0.0727	0.75	312.73	A3tm1	511000.0	9250250.0
-40.1925	2.03	0.96	0.1282	0.72	263.33	A3tm1	501750.0	9246250.0
-43.0857	4.04	1.61	0.0701	0.55	316.2	A3tm1	512000.0	9250125.0
0.0	2.51	0.96	0.0046	0.45	0.0	A3tm1	500000.0	9229375.0
-35.7521	4.52	1.01	0.1897	0.54	291.21	A3tm1	501375.0	9230250.0
-42.6904	3.6	1.55	0.1015	0.84	304.04	A3tm1	514750.0	9251375.0
-34.9068	-0.37	0.48	2.2099	-0.04	295.74	A3tm1	502750.0	9237250.0
-39.2743	4.15	1.37	0.2099	0.76	263.26	A3tm1	500500.0	9245875.0
-33.6037	2.89	1.02	0.0204	0.21	280.6	A3tm1	500750.0	9226750.0
-35.2756	2.56	0.45	0.1924	2.25	345.44	A3tm1	501000.0	9239125.0
-45.3313	3.79	1.94	0.0284	1.23	316.09	A3tm1	510375.0	9252000.0
-44.6371	2.45	1.06	0.0327	0.79	295.3	A3tm1	511250.0	9251375.0
-34.9823	-0.06	-0.06	1.6472	-0.02	315.31	A3tm1	503000.0	9237125.0
-46.536	0.94	0.42	0.0233	0.44	301.02	A3xi	549625.0	9260125.0
-38.6303	1.43	0.68	0.0339	1.83	321.2	A3xi	542375.0	9248375.0
-45.7137	3.53	0.55	0.0689	1.64	283.41	A3xi	549250.0	9270875.0
-47.9631	2.15	1.23	0.0697	0.94	267.88	A3xi	504000.0	9281000.0
-45.4004	2.53	0.75	0.1785	1.54	345.66	A3xi	529000.0	9274000.0
-41.6047	0.1	0.51	0.008	1.73	323.92	A3xi	538125.0	9257750.0
-48.9512	0.79	0.37	0.0721	0.84	316.02	A3xi	507750.0	9281250.0
-42.8789	2.13	1.02	0.0762	0.92	298.59	A3xi	544125.0	9253625.0
-43.4522	8.14	2.31	0.2491	2.39	276.69	A3xi	504750.0	9260750.0
-46.1479	3.04	1.12	1.2408	0.56	287.68	A3xi	526000.0	9270625.0
-44.9484	4.82	3.01	0.0481	1.15	297.62	A3xi	503500.0	9263500.0
-47.6853	4.11	0.4	0.4512	1.5	439.2	A3xi	514375.0	9276750.0
-44.2091	2.99	1.11	0.9099	2.21	308.98	A3xi	532750.0	9273375.0
-45.4054	0.16	0.25	0.0326	0.38	306.81	A3xi	547125.0	9260250.0
-42.8275	4.91	1.09	0.1823	2.08	279.8	A3xi	539375.0	9271750.0
-38.409	3.65	1.58	0.1105	1.55	332.86	A3xi	539500.0	9249375.0
-38.0879	4.62	1.43	0.0207	1.77	323.38	A3xi	540750.0	9248250.0
-43.3303	0.92	0.71	0.0202	1.14	288.02	A3xi	553875.0	9250000.0
-41.7919	3.77	1.03	0.131	1.03	306.59	A3xi	542750.0	9252750.0
-45.6186	4.63	1.33	0.0323	1.71	280.63	A3xi	505125.0	9270875.0
-47.3834	8.52	3.3	0.3379	1.68	306.32	A3xi	513125.0	9271250.0
-47.8154	2.09	0.46	0.0422	1.64	273.75	A3xi	553000.0	9261000.0
-47.2451	2.39	0.75	0.0609	0.83	277.91	A3xi	520625.0	9280625.0
-43.6587	3.11	1.2	0.0905	1.95	315.49	A3xi	535500.0	9262125.0
-46.8933	8.12	1.41	0.0422	2.01	289.7	A3xi	527125.0	9267625.0
-42.9595	2.66	0.82	0.0699	1.24	296.38	A3xi	544250.0	9253750.0
-44.9709	2.82	0.86	0.1566	0.73	278.5	A3xi	551000.0	9267125.0
-42.7557	2.54	0.34	0.8625	1.39	289.06	A3xi	538500.0	9271875.0
-43.3596	2.52	0.8	0.1342	1.26	286.97	A3xi	539500.0	9266375.0
-41.5859	1.75	0.49	0.0523	0.76	306.81	A3xi	532750.0	9261750.0
-42.4242	2.63	0.72	0.068	1.72	309.92	A3xi	534250.0	9261500.0
-40.6712	2.43	0.93	0.0242	2.0	313.48	A3xi	544125.0	9250375.0
-39.0722	3.5	0.96	0.0643	3.42	315.18	A3xi	544750.0	9247000.0
-48.0817	1.56	0.74	0.0385	1.41	276.84	A3xi	554750.0	9261750.0
-47.2715	2.5	1.73	0.4698	0.51	277.38	A3xi	523875.0	9270125.0
-37.97	5.76	2.61	0.2053	1.8	288.64	A3xi	553750.0	9280625.0
-40.8291	1.58	0.49	0.0581	0.92	292.72	A3xi	551250.0	9249500.0
-40.3267	1.26	0.16	0.0377	1.95	294.77	A3xi	549375.0	9248875.0
-48.0023	3.75	1.12	0.1234	0.85	296.79	A3xi	522125.0	9268625.0
-48.263	0.51	0.18	0.1851	1.3	308.78	A3xi	505875.0	9279000.0
-45.63	1.01	0.29	0.0779	0.74	281.98	A3xi	551875.0	9257750.0
-41.8213	2.04	0.64	0.2088	2.15	335.93	A3xi	546875.0	9251125.0
-38.9402	8.09	2.0	0.0532	2.51	306.81	A3xi	537750.0	9251500.0
-48.9246	2.24	0.55	0.2462	1.05	266.53	A3xi	519875.0	9272000.0
-45.7685	2.78	0.65	0.2629	1.93	297.46	A3xi	504000.0	9268375.0
-45.0126	-0.19	0.29	0.0265	0.76	319.67	A3xi	540875.0	9259500.0
-46.6187	6.33	2.91	0.494	2.83	394.25	A3xi	507750.0	9263375.0
-39.848	1.82	0.59	0.0501	2.89	313.28	A3xi	534500.0	9257375.0
-43.6451	2.09	1.06	0.0585	0.96	293.37	A3xi	545875.0	9256000.0
-44.5295	4.58	0.88	0.0393	2.01	276.03	A3xi	543000.0	9272750.0
-44.5618	4.49	1.3	0.2896	1.36	320.8	A3xi	530875.0	9272625.0
-39.7691	1.13	0.65	0.035	2.32	321.17	A3xi	538125.0	9255750.0
-45.2665	1.62	0.66	0.2831	1.92	301.05	A3xi	528375.0	9272625.0
-39.3354	7.13	1.55	0.0967	3.59	303.59	A3xi	531250.0	9257625.0
-47.0641	2.92	1.04	0.0555	1.28	294.91	A3xi	512125.0	9265000.0
-40.178	2.15	0.7	0.0464	1.19	323.37	A3xi	543250.0	9250250.0
0.0	0.8	1.09	0.0722	0.38	286.81	A3xi	506500.0	9281500.0
-49.0546	1.76	0.85	0.1891	0.63	268.21	A3xi	508750.0	9281125.0
-48.2447	4.2	2.18	0.0999	1.26	291.79	A3xi	515250.0	9264500.0
-47.9755	2.26	-0.3	0.1322	0.76	344.56	A3xi	523875.0	9277625.0
-41.3321	2.7	1.51	0.0778	1.45	294.73	A3xi	533125.0	9260875.0
-43.4342	1.36	0.85	0.397	1.55	311.11	A3xi	535750.0	9274250.0
-45.5464	4.06	1.22	0.6157	0.38	301.41	A3xi	527375.0	9271750.0
-44.8882	0.95	0.34	0.0177	0.73	314.96	A3xi	545750.0	9259500.0
-42.0862	4.69	0.64	0.9783	1.33	293.18	A3xi	500750.0	9270250.0
-46.3661	2.04	1.28	0.0396	0.3	266.98	A3xi	554750.0	9266750.0
-39.1946	1.85	0.94	0.0748	1.49	316.88	A3xi	542750.0	9249250.0
-41.7126	0.63	0.59	0.0701	1.52	309.72	A3xi	544375.0	9251500.0
-48.6172	5.2	1.38	0.3769	1.59	304.52	A3xi	519875.0	9265000.0
-41.7314	5.15	1.34	0.8993	1.54	284.86	A3xi	529625.0	9262000.0
-38.4841	2.71	0.81	0.08	1.64	323.18	A3xi	541625.0	9248625.0
-39.355	5.58	1.85	0.1135	3.74	304.69	A3xi	531125.0	9258000.0
-46.1735	2.43	1.3	0.2889	1.24	296.37	A3xi	527000.0	9273000.0
-46.6259	1.37	0.06	0.0204	1.61	290.08	A3xi	552125.0	9258875.0
-39.8331	3.91	1.86	0.3009	1.68	277.27	A3xi	547750.0	9280250.0
-45.3255	5.41	0.97	0.0749	2.66	259.06	A3xi	545875.0	9271625.0
-39.678	1.37	0.77	0.0316	2.8	330.38	A3xi	534750.0	9256750.0
-40.9437	2.62	0.88	0.5508	0.29	265.54	A3xi	554125.0	9275625.0
-39.6422	1.91	1.09	0.0947	1.78	301.55	A3xi	539250.0	9254250.0
0.0	2.02	1.15	0.0517	1.77	0.0	A3xi	555250.0	9253000.0
-39.1632	1.25	0.26	0.0546	2.27	328.67	A3xi	546750.0	9246875.0
-47.2457	3.33	1.03	0.4284	1.83	298.24	A3xi	509875.0	9270625.0
-48.1168	1.91	1.4	0.0478	0.97	307.91	A3xi	515625.0	9266875.0
-48.3359	3.11	0.63	0.1327	0.3	288.25	A3xi	520750.0	9269375.0
-48.1146	1.81	0.61	0.1145	1.71	288.06	A3xi	513625.0	9269000.0
-44.014	1.21	0.57	0.0344	0.51	308.4	A3xi	542625.0	9257875.0
-43.6503	1.4	0.1	0.0973	1.58	305.77	A3xi	535500.0	9267750.0
-42.6198	1.53	1.31	0.1584	0.41	285.01	A3xi	553750.0	9271500.0
-43.942	4.16	0.84	0.1557	2.19	292.14	A3xi	534875.0	9266500.0
-38.3167	4.53	1.56	0.0595	1.29	321.66	A3xi	541000.0	9248625.0
-47.9137	3.36	1.38	0.0133	1.05	288.81	A3xi	514500.0	9265375.0
-48.5423	6.09	1.63	0.2489	0.64	296.16	A3xi	520125.0	9265375.0
-48.6597	6.11	0.88	0.2003	1.82	317.85	A3xi	519250.0	9264250.0
-48.2568	3.62	1.28	0.0306	0.86	289.7	A3xi	523125.0	9265375.0
-43.9949	1.25	0.74	0.1163	1.67	289.84	A3xi	551625.0	9255750.0
-45.0957	0.25	0.19	0.0139	0.77	306.11	A3xi	546000.0	9260875.0
-43.7958	2.84	0.62	0.0442	2.02	294.93	A3xi	544625.0	9256375.0
-42.7506	3.39	1.18	0.0787	2.15	373.73	A3xi	533875.0	9263000.0
-44.3858	-0.31	0.22	0.0169	0.51	307.2	A3xi	544250.0	9258250.0
-48.2319	3.92	1.63	0.0606	0.62	305.78	A3xi	514625.0	9263000.0
-43.7696	6.54	1.97	0.3427	2.75	406.7	A4_gamma_2pl	533250.0	9277000.0
-46.6397	3.33	2.25	0.0284	2.21	315.66	A4_gamma_2pl	505000.0	9266125.0
-46.528	6.04	2.56	0.1045	3.45	319.98	A4_gamma_2pl	528125.0	9275500.0
-48.2528	5.9	2.2	0.0725	2.4	357.99	A4_gamma_2pl	524750.0	9275250.0
0.0	6.8	1.88	0.2013	2.52	374.6	A4_gamma_2pl	523875.0	9281500.0
-44.1858	6.45	1.48	0.0337	1.3	328.88	A4_gamma_2pl	532375.0	9280875.0
-45.6882	3.09	0.69	0.1531	2.53	336.13	A4_gamma_2pl	529125.0	9275875.0
-47.0435	5.32	0.72	0.0944	3.66	422.71	A4_gamma_2pl	527625.0	9276375.0
-44.3068	5.12	1.62	0.1094	0.95	283.74	A4_gamma_2pl	502000.0	9265500.0
-48.3806	3.7	1.43	0.12	2.3	274.09	A4_gamma_2pl	519625.0	9274125.0
-48.3041	6.75	1.17	0.0399	2.31	346.38	A4_gamma_2pl	524500.0	9275750.0
0.0	5.77	2.44	0.1244	2.25	301.99	A4_gamma_2pl	500125.0	9281250.0
0.0	4.91	2.43	0.066	1.6	287.89	A4_gamma_2pl	500125.0	9281000.0
-46.3211	5.31	3.01	0.0283	1.73	276.07	A4_gamma_2pl	500750.0	9280750.0
-44.8654	6.87	1.68	0.1713	2.57	346.77	A4_gamma_2pl	539125.0	9277625.0
-47.8943	3.46	1.35	0.1047	1.82	310.2	A4_gamma_2pl	512250.0	9267375.0
-45.2506	4.45	1.47	0.1401	1.44	318.12	A4_gamma_2pl	503000.0	9266000.0
-43.891	5.83	2.0	0.2009	1.96	305.51	A4_gamma_2pl	537125.0	9280125.0
-45.8856	2.28	0.52	0.1819	2.04	322.68	A4_gamma_2pl	544000.0	9276750.0
-44.9067	4.38	1.42	0.5293	3.6	325.14	A4_gamma_2pl	531750.0	9269750.0
-45.5536	4.85	1.26	0.0644	2.74	340.17	A4_gamma_2pl	529250.0	9275375.0
-47.1881	6.26	1.59	0.0314	3.24	313.94	A4_gamma_2pl	527125.0	9275000.0
-48.2161	7.0	1.85	0.0576	2.83	409.88	A4_gamma_2pl	525750.0	9276500.0
-47.2186	6.47	2.0	0.0181	2.34	312.68	A4_gamma_2pl	507000.0	9266625.0
-47.7501	5.01	1.78	0.0969	2.77	294.12	A4_gamma_2pl	525375.0	9274250.0
-46.9438	3.49	2.22	1.0039	1.16	315.5	A4_gamma_2pl	513375.0	9272125.0
-41.7182	5.14	1.93	0.7618	1.89	256.89	A4_gamma_2pl	553000.0	9276375.0
-43.4885	6.96	2.58	0.1855	0.77	306.15	A4_gamma_2pl	541000.0	9280625.0
-45.7119	5.89	1.59	0.054	3.73	348.53	A4_gamma_2pl	543500.0	9277875.0
-45.0846	5.85	1.33	0.1216	3.3	329.11	A4_gamma_2pl	544000.0	9278500.0
-43.7466	6.56	1.18	0.2299	4.23	350.51	A4_gamma_2pl	534250.0	9269875.0
-47.3313	6.91	1.32	0.2301	2.18	410.59	A4_gamma_2pl	519500.0	9277375.0
-47.8737	5.86	1.01	0.0309	1.84	308.47	A4_gamma_2pl	510875.0	9268250.0
-45.4271	4.59	1.58	0.2213	3.66	320.09	A4_gamma_2pl	529000.0	9270125.0
-45.2725	6.18	1.25	0.1078	3.43	328.86	A4_gamma_2pl	543875.0	9278375.0
-44.0876	8.69	1.85	0.1737	1.99	332.14	A4_gamma_2pl	534125.0	9279500.0
-47.3549	7.76	2.09	0.2619	3.16	315.67	A4_gamma_2pl	506375.0	9264875.0
-45.7305	2.93	1.12	0.2182	2.11	282.87	A4_gamma_2pl	527375.0	9270125.0
-42.3467	3.39	1.01	1.4511	0.92	311.25	A4_gamma_2pl	538875.0	9270375.0
-46.16	5.96	0.64	0.0362	3.15	346.97	A4_gamma_2pl	528125.0	9274375.0
-47.1781	5.63	1.17	0.068	2.09	304.3	A4_gamma_2pl	508375.0	9267875.0
-44.0799	7.13	1.7	0.0219	1.17	343.49	A4_gamma_2pl	536375.0	9277250.0
-47.3109	5.03	1.54	0.0683	1.93	330.17	A4_gamma_2pl	507750.0	9266750.0
-47.7792	6.6	2.13	0.0837	1.87	335.48	A4_gamma_2pl	511250.0	9267125.0
-45.8221	6.75	2.95	0.1004	2.46	303.14	A4_gamma_2pl	523250.0	9281000.0
-47.6677	5.54	1.33	0.5221	3.1	314.87	A4_gamma_2pl	516250.0	9272500.0
-47.7109	2.88	1.66	0.2093	1.68	380.72	A4_gamma_2pl	517000.0	9273250.0
-42.902	4.21	1.28	0.5762	2.4	305.67	A4_gamma_2pl	547750.0	9278000.0
-43.5096	10.24	1.93	0.0537	3.96	345.46	A4_gamma_2pl	539000.0	9280625.0
-46.1939	4.45	1.84	0.1166	3.79	318.37	A4_gamma_2pl	528500.0	9275500.0
-45.8553	5.6	2.04	0.0298	1.21	285.7	A4_gamma_2pl	500250.0	9280250.0
-45.7468	6.88	1.44	0.1417	3.27	350.92	A4_gamma_2pl	542000.0	9278000.0
-44.0194	5.78	1.01	0.1023	0.91	319.04	A4_gamma_2pl	533625.0	9280125.0
-44.1683	5.83	1.56	0.0767	5.04	326.59	A4_gamma_2pl	539125.0	9279750.0
-46.6288	6.75	2.66	0.2637	0.98	313.75	A4_gamma_2pl	527625.0	9277750.0
-44.1182	10.13	1.76	0.0784	1.88	317.59	A4_gamma_2pl	536625.0	9279750.0
-46.1471	9.18	2.46	0.1224	3.1	345.45	A4_gamma_2pl	523250.0	9280625.0
-43.9707	7.22	1.56	0.0746	1.67	386.46	A4_gamma_2pl	535750.0	9277125.0
-46.0062	2.53	0.66	0.0521	1.39	279.4	A4_gamma_2pl	526500.0	9270000.0
-44.5659	5.58	1.4	0.1968	2.03	380.5	A4_gamma_2pl	530375.0	9276875.0
-45.221	7.33	2.32	0.1784	4.06	327.62	A4_gamma_2pl	542250.0	9278875.0
-48.244	2.27	1.29	0.0482	0.86	326.18	A4_gamma_2pl	523875.0	9276375.0
-47.3862	4.37	1.3	0.0596	2.7	315.73	A4_gamma_2pl	527125.0	9275625.0
-44.2333	6.01	1.28	0.0912	2.69	354.69	A4_gamma_2pl	537625.0	9276875.0
-44.3541	7.41	1.35	1.3871	2.26	326.06	A4_gamma_2pl	544375.0	9279000.0
-46.1694	6.14	1.64	0.0186	1.28	282.78	A4_gamma_2pl	500625.0	9280375.0
-45.8338	4.56	1.78	0.1314	2.98	353.25	A4_gamma_2pl	503750.0	9266000.0
-42.9695	4.57	1.58	0.4321	2.1	290.08	A4_gamma_2pl	548500.0	9277500.0
-43.0254	3.26	0.93	1.3743	0.49	389.55	A4_gamma_2pl	535750.0	9270750.0
-44.3007	5.08	1.54	0.0528	4.46	314.23	A4_gamma_2pl	539500.0	9279625.0
-47.399	7.33	1.94	0.0796	1.65	310.97	A4_gamma_2pl	508875.0	9267250.0
-48.0544	2.86	0.63	0.1621	2.12	290.02	A4_gamma_2pl	523625.0	9273250.0
-45.7033	6.24	3.11	0.1313	4.47	331.59	A4_gamma_2pl	541000.0	9277125.0
-42.4916	3.68	1.89	1.3082	0.75	326.69	A4_gamma_2pl	538000.0	9270500.0
-46.982	5.46	1.93	0.0212	2.4	321.51	A4_gamma_2pl	505875.0	9266375.0
-47.1028	4.81	1.05	0.0302	1.83	282.36	A4_gamma_2pl	502250.0	9281250.0
-43.944	7.67	1.97	0.0842	2.06	313.86	A4_gamma_2pl	535125.0	9280375.0
-48.4304	4.49	1.37	0.0927	2.53	336.97	A4_gamma_2pl	518500.0	9273125.0
-45.9514	4.33	1.85	0.0738	3.3	334.36	A4_gamma_2pl	542000.0	9277375.0
-44.1482	9.45	2.26	0.1902	1.66	332.79	A4_gamma_2pl	534500.0	9279125.0
-43.767	5.6	2.16	0.2573	2.86	359.17	A4_gamma_2pl	534500.0	9276750.0
-43.667	4.57	1.55	0.2063	2.3	320.53	A4_gamma_2pl	536625.0	9275750.0
-44.8663	6.36	2.66	0.1178	1.78	292.3	A4_gamma_2pl	502875.0	9264875.0
-47.8982	3.52	1.22	0.0822	1.2	295.4	A4_gamma_2pl	524500.0	9273875.0
-44.2655	6.38	2.51	0.8526	1.44	324.07	A4_gamma_2pl	542750.0	9279625.0
-45.0183	5.44	0.61	0.0714	1.75	294.14	A4_gamma_2pl	502625.0	9266375.0
-45.3472	7.09	2.0	0.3356	1.46	308.86	A4_gamma_2pl	524000.0	9281125.0
-42.4567	3.78	1.26	0.604	1.67	279.31	A4_gamma_2pl	550250.0	9277125.0
0.0	4.69	2.26	0.0987	1.43	349.42	A4_gamma_2pl	531125.0	9281500.0
-45.1253	4.73	1.69	0.2341	3.55	319.09	A4_gamma_2pl	543250.0	9278750.0
-46.7355	4.79	2.18	0.0296	2.56	332.56	A4_gamma_2pl	505250.0	9266375.0
-47.6391	7.23	1.97	0.1468	3.57	325.99	A4_gamma_2pl	526625.0	9277375.0
-46.5702	5.31	1.22	0.1428	3.54	418.14	A4_gamma_2pl	528125.0	9276500.0
-45.014	8.36	1.84	0.365	1.9	358.26	A4_gamma_2pl	529500.0	9277375.0
-43.7379	4.39	1.78	0.2978	2.66	364.21	A4_gamma_2pl	533250.0	9276750.0
-43.8451	5.69	1.56	0.3064	1.47	346.33	A4_gamma_2pl	532500.0	9277375.0
-45.0776	5.61	2.03	0.1874	3.31	314.21	A4_gamma_2pl	545125.0	9277750.0
-47.406	3.21	1.74	0.0447	0.7	318.64	A4_gamma_2pl	507250.0	9266125.0
-45.3517	5.11	1.89	0.0648	3.73	323.24	A4_gamma_2pl	543250.0	9278500.0
-47.7898	6.29	2.11	0.1563	3.21	352.29	A4_gamma_2pl	525875.0	9274750.0
-47.2139	1.83	0.57	1.0026	0.38	318.22	A4_mu_c	513125.0	9263625.0
-48.4725	5.52	0.77	0.1997	1.18	286.81	A4_mu_c	516875.0	9265125.0
-45.7054	0.3	0.56	9.9943	0.21	331.11	A4_mu_c	510000.0	9262750.0
-47.0677	7.65	1.35	0.2018	1.81	306.61	A4_mu_c	512750.0	9264250.0
-47.5818	4.7	1.09	1.0796	0.59	307.04	A4_mu_c	513625.0	9263625.0
-47.6797	5.87	1.29	0.5154	0.65	301.42	A4_mu_c	513750.0	9263500.0
-48.3695	2.47	1.23	0.1216	1.33	283.19	A4_mu_c	520375.0	9266750.0
-46.328	-0.39	-0.05	1.1156	0.07	486.93	A4_mu_c	511875.0	9263375.0
-48.497	-0.58	0.57	2.3639	0.19	330.16	A4_mu_c	519125.0	9266125.0
-43.7731	2.91	0.95	2.3591	1.78	291.64	A4_mu_c	507875.0	9259625.0
-45.6066	1.62	1.16	1.1379	0.89	323.07	A4_mu_c	511375.0	9261125.0
-47.7254	6.76	1.57	0.1968	0.91	295.52	A4_mu_c	513875.0	9264000.0
-44.3118	3.79	1.85	5.3879	1.1	311.53	A4_mu_c	508250.0	9260625.0
-48.5225	2.45	-0.24	0.9332	0.8	282.93	A4_mu_c	517375.0	9265250.0
